partNumber,productName,spec,rate,stock,safety,laststock1,laststock2,laststock3,prdictSafety1,prdictSafety2,seasonPart,modelName,recommend,createTime,true_consumption1_x,true_consumption1_y
11011-000159-05,固定板-馬達固定板-05,ETH6M-B(RL)-三菱100w,1.0,0.0,0.0,0.0,1.0,3.0,5,3,0,2022-09-13-11-34-33,8,1663040931,6.0,2.0
11011-000283-03,固定板-馬達固定板-03,ETH5M-B(RL)-三菱100w,1.0,39.0,6.0,0.0,0.0,0.0,4,10,0,2022-09-13-11-34-33,14,1663040931,2.0,0.0
11011-000476,固定板-馬達固定板,ETH12-BC-三菱200w(400w)-101*65.5*17,1.0,49.0,11.0,2.0,0.0,7.0,6,0,0,2022-09-13-11-34-33,6,1663040931,0.0,3.0
11011-000509-03,固定板-馬達固定板-03,ETH17-BC-169*90*13-三菱750w,1.0,0.0,0.0,44.0,174.0,49.0,74,42,0,2022-09-13-11-34-33,116,1663040931,43.0,36.0
11011-000591-02,固定板-馬達固定板-02,ET(C)B10-國際100w-117*56*6,1.0,15.0,16.0,9.0,2.0,5.0,7,1,0,2022-09-13-11-34-33,8,1663040931,4.0,7.0
11011-000655,固定板-馬達固定板,CTH5-42M-B(LR)-111*50.7*10.5,1.0,0.0,0.0,0.0,6.0,0.0,36,0,0,2022-09-13-11-34-33,36,1663040931,4.0,0.0
11011-000762-02,固定板-針筒底板-02,JTH-140*50*10,1.0,0.0,0.0,8.0,1.0,15.0,9,14,0,2022-09-13-11-34-33,23,1663040931,0.0,5.0
11011-000814-02,固定板-Z軸治具固定板-02,JTH-98*46*10,1.0,0.0,0.0,23.0,1.0,25.0,16,13,0,2022-09-13-11-34-33,29,1663040931,1.0,6.0
11011-000866,固定板-防撞固定塊,JTH-30*26*10,1.0,1.0,27.0,3.0,1.0,15.0,8,14,0,2022-09-13-11-34-33,22,1663040931,0.0,6.0
11011-000867-02,固定板-X軸底座側板(右)LIHSI-02,JTH-624*131.5*130-400型,1.0,0.0,0.0,10.0,2.0,5.0,2,4,0,2022-09-13-11-34-33,6,1663040931,1.0,1.0
11011-000868-02,固定板-X軸底座側板(左)LIHSI-02,JTH-624*131.5*130-400型,1.0,0.0,0.0,11.0,2.0,8.0,3,5,0,2022-09-13-11-34-33,8,1663040931,0.0,1.0
11011-000872-02,固定板-X軸底座側板(右)LIHSI-02,JTH-524*131.5*130-300型,1.0,0.0,0.0,1.0,0.0,11.0,2,1,0,2022-09-13-11-34-33,3,1663040931,1.0,2.0
11011-000873-02,固定板-X軸底座側板(左)LIHSI-02,JTH-524*131.5*130-300型,1.0,0.0,0.0,1.0,0.0,10.0,5,5,0,2022-09-13-11-34-33,10,1663040931,1.0,2.0
11011-000923-03,固定板-馬達轉折固定板-03,GTH4-B(LRM)-三菱50W-98.5*43*10,1.0,0.0,0.0,21.0,36.0,21.0,27,17,0,2022-09-13-11-34-33,44,1663040931,67.0,17.0
11011-000966-02,固定板-Z軸滑座上固定板-02,JTH-205*86*33.5*4t-配合MR12W,1.0,0.0,0.0,1.0,0.0,15.0,0,11,0,2022-09-13-11-34-33,11,1663040931,0.0,5.0
11011-000967-03,固定板-馬達轉折固定板-03,GTH4-B(LRM)-國際50W-98.5*43*10,1.0,0.0,0.0,6.0,7.0,9.0,6,8,0,2022-09-13-11-34-33,14,1663040931,4.0,30.0
11011-001039,固定板-馬達迫緊固定板,JTH-60M-58*58*51-配合夾緊式皮帶輪,1.0,1.0,10.0,1.0,1.0,15.0,5,11,0,2022-09-13-11-34-33,16,1663040931,0.0,8.0
11011-001076,固定板-迫緊固定塊,JTH-24*11*7,1.0,0.0,0.0,25.0,3.0,25.0,12,13,0,2022-09-13-11-34-33,25,1663040931,1.0,7.0
11011-001081-02,固定板-Z軸滑座上固定板-02,JTH-305*86*33.5*4t-配合MR12W,1.0,0.0,0.0,22.0,1.0,10.0,7,5,0,2022-09-13-11-34-33,12,1663040931,1.0,1.0
11011-001083,固定板-馬達轉接板-配合煞車器,CGTH8-42M-72.5*64*10,1.0,0.0,0.0,0.0,0.0,1.0,0,2,0,2022-09-13-11-34-33,2,1663040931,0.0,0.0
11011-001091-03,固定板-Z軸底板-配合MR12W-03,JTH-228*99*10-配合皮帶迫緊固定塊,1.0,0.0,0.0,1.0,0.0,15.0,11,11,0,2022-09-13-11-34-33,22,1663040931,0.0,5.0
11011-001105,固定板-抱持座固定板,GTH5-28*14*11.8-(反向同動),1.0,0.0,0.0,73.0,27.0,29.0,34,36,0,2022-09-13-11-34-33,70,1663040931,33.0,26.0
11011-001106,固定板-抱持座固定板,GTH8-40*15.6*14-(反向同動),1.0,0.0,0.0,25.0,9.0,11.0,13,12,0,2022-09-13-11-34-33,25,1663040931,23.0,9.0
11011-001108,固定板-X軸底座側板(右)LIHSI-出線孔前移100,JTH-724*131.5*130-500型,1.0,0.0,0.0,4.0,2.0,10.0,3,7,0,2022-09-13-11-34-33,10,1663040931,0.0,1.0
11011-001109,固定板-X軸底座側板(左)LIHSI-出線孔前移100,JTH-724*131.5*130-500型,1.0,0.0,0.0,4.0,2.0,10.0,4,7,0,2022-09-13-11-34-33,11,1663040931,0.0,1.0
11011-001114,固定板-Z軸馬達固定板,JTH-82*70*4-配合皮帶迫緊固定塊,1.0,0.0,0.0,2.0,1.0,15.0,3,12,0,2022-09-13-11-34-33,15,1663040931,0.0,5.0
11011-001183,固定板-X軸平台,JTH-190*150*10,1.0,0.0,0.0,14.0,4.0,16.0,12,14,0,2022-09-13-11-34-33,26,1663040931,0.0,9.0
11011-001199,固定板-鋼索固定板,45*8*8,1.0,0.0,0.0,42.0,222.0,20.0,51,72,0,2022-09-13-11-34-33,123,1663040931,78.0,140.0
11011-001200,固定板-鋼索固定板,31*8*8,1.0,0.0,0.0,42.0,222.0,20.0,47,66,0,2022-09-13-11-34-33,113,1663040931,78.0,140.0
11011-M36802-02,固定板-馬達轉折固定板-(M368)-02,GTH8-B(LRM)-60M-146*62*12-(M368),1.0,0.0,0.0,10.0,2.0,0.0,3,5,0,2022-09-13-11-34-33,8,1663040931,16.0,1.0
11012-000003,固定片-無塵鋼帶上固定片,75*18*3-ECH(B)10(2)(4),1.0,1514.0,252.0,272.0,299.0,280.0,206,213,0,2022-09-13-11-34-33,419,1663040931,212.0,194.0
11012-000014,固定片-無塵鋼帶上固定片,M80M-50*12*t1,1.0,63.0,20.0,12.0,52.0,8.0,13,11,0,2022-09-13-11-34-33,24,1663040931,0.0,12.0
11013-000002,感應片-External sensor trigger,L型-ET(C)H(B)6-12*22.5*0.5*19M,1.0,2627.0,60.0,14.0,48.0,41.0,39,7,0,2022-09-13-11-34-33,46,1663040931,17.0,19.0
11013-000004,感應片-External sensor trigger,N型-ETH(B)14(17).ETH13-70*8*30*0.8*15M,1.0,1529.0,1645.0,440.0,1171.0,729.0,814,438,0,2022-09-13-11-34-33,1252,1663040931,298.0,317.0
11013-000018,感應片-ETH14注油型,N型-70*8*30*0.8*15L+R10,1.0,5.0,29.0,20.0,79.0,3.0,22,19,0,2022-09-13-11-34-33,41,1663040931,1.0,0.0
11013-000028,感應片-ECB22-注油型,N型-70*17.5*69*1*15M,1.0,0.0,0.0,3.0,0.0,0.0,5,6,0,2022-09-13-11-34-33,11,1663040931,7.0,1.0
11015-000004,外蓋-滾輪外蓋,ECH(B)17-230*154*21,1.0,127.0,220.0,144.0,220.0,292.0,134,130,0,2022-09-13-11-34-33,264,1663040931,182.0,114.0
11015-000023,外蓋-皮帶輪外蓋(cover),ECH14-BM-94*76*40,1.0,2.0,15.0,2.0,0.0,12.0,3,1,0,2022-09-13-11-34-33,4,1663040931,0.0,0.0
11015-000063,外蓋-皮帶輪外蓋-2,ETH10-BR-176*61*39.8-(Motor end cover),1.0,19.0,2.0,2.0,2.0,0.0,0,1,0,2022-09-13-11-34-33,1,1663040931,1.0,2.0
11016-000045,端蓋-750連結座端蓋,149*54*2,1.0,14.0,20.0,42.0,32.0,16.0,19,41,0,2022-09-13-11-34-33,60,1663040931,36.0,12.0
11016-000061-02,端蓋-反馬達端蓋-02,219*111*13-ECB22+抽氣孔,1.0,0.0,0.0,8.0,5.0,3.0,5,6,0,2022-09-13-11-34-33,11,1663040931,10.0,2.0
11016-000071-02,端蓋-反馬達端蓋-02,ETB10-101*61.5*2,1.0,0.0,0.0,20.0,30.0,11.0,21,31,0,2022-09-13-11-34-33,52,1663040931,26.0,17.0
11016-000073-02,端蓋-反馬達端蓋-2-02,ECB10+抽氣孔(1/4PT),1.0,0.0,0.0,8.0,3.0,20.0,11,18,0,2022-09-13-11-34-33,29,1663040931,4.0,9.0
11018-000002-04,支撐柱-對邊8mm六角柱-04,長37.3-雙邊M4牙孔,1.0,0.0,0.0,574.0,2770.0,1773.0,1199,718,0,2022-09-13-11-34-33,1917,1663040931,342.0,456.0
11018-000003-02,支撐柱-對邊8mm六角柱-02,長38.5-雙邊M4牙孔,1.0,738.0,527.0,292.0,330.0,222.0,189,203,0,2022-09-13-11-34-33,392,1663040931,214.0,202.0
11018-000004-02,支撐柱-對邊8mm六角柱-02,長42-雙邊M4牙孔,1.0,0.0,0.0,240.0,448.0,462.0,212,226,0,2022-09-13-11-34-33,438,1663040931,432.0,264.0
11018-000008,支撐柱-對邊10mm六角螺絲,長55-單邊M3牙孔+M6牙柱,1.0,337.0,68.0,24.0,22.0,34.0,34,28,0,2022-09-13-11-34-33,62,1663040931,22.0,32.0
11018-000023-03,支撐柱-對邊8mm六角柱-03,長50.5-雙邊M4牙孔,1.0,0.0,0.0,12.0,76.0,72.0,37,37,0,2022-09-13-11-34-33,74,1663040931,12.0,68.0
11018-000054-02,支撐柱-對邊12mm六角柱-02,長24-單邊M4牙孔+M4牙柱,1.0,0.0,0.0,73.0,79.0,78.0,42,11,0,2022-09-13-11-34-33,53,1663040931,8.0,8.0
11018-000069-02,支撐柱-對邊12mm六角柱-02,長23-單邊M4牙孔+M4牙柱,1.0,0.0,0.0,13.0,105.0,32.0,12,11,0,2022-09-13-11-34-33,23,1663040931,4.0,3.0
11018-000072-02,支撐柱-對邊12mm六角柱-02,長41-單邊M4牙孔+M6牙柱,1.0,0.0,0.0,15.0,17.0,9.0,11,32,0,2022-09-13-11-34-33,43,1663040931,7.0,7.0
11018-000073-03,支撐柱-對邊12mm六角柱-03,長23-單邊M4牙孔+M6牙柱-牙長10,1.0,0.0,0.0,264.0,375.0,416.0,245,188,0,2022-09-13-11-34-33,433,1663040931,259.0,156.0
11019-000004-03,支撐板-上蓋支撐板-03,ETH10-M-93*46*28,1.0,25.0,7.0,8.0,2.0,6.0,12,5,0,2022-09-13-11-34-33,17,1663040931,8.0,4.0
11020-000003,壓板-皮帶壓板,ET(C)B14-40*40*11,1.0,425.0,488.0,222.0,206.0,148.0,121,120,0,2022-09-13-11-34-33,241,1663040931,174.0,111.0
11020-000010-02,壓板-皮帶壓板-02,ET(C)B22-73*54*11-50W,1.0,0.0,0.0,12.0,102.0,36.0,24,17,0,2022-09-13-11-34-33,41,1663040931,22.0,8.0
11021-000044,迫緊片-皮帶迫緊片,K65-60*56*23,1.0,41.0,7.0,8.0,5.0,2.0,2,4,0,2022-09-13-11-34-33,6,1663040931,2.0,0.0
11022-000006,滾輪-橡膠,外徑12*總長37-無軸承,1.0,2955.0,5476.0,0.0,6204.0,812.0,2310,2184,0,2022-09-13-11-34-33,4494,1663040931,3200.0,2502.0
11022-000016,滾輪-滾輪組-2(Roller unit),ECH(B)10&ECH12,1.0,305.0,53.0,22.0,24.0,42.0,0,39,0,2022-09-13-11-34-33,39,1663040931,12.0,24.0
11022-000020,滾輪-橡膠-2(Roller unit),外徑12*總長90,1.0,268.0,883.0,454.0,798.0,724.0,352,409,0,2022-09-13-11-34-33,761,1663040931,418.0,304.0
11022-000078,滾輪-滾輪組-白色塑鋼,外徑12*總長53,1.0,0.0,2000.0,188.0,82.0,160.0,566,388,0,2022-09-13-11-34-33,954,1663040931,186.0,50.0
11023-000085,墊片-L型迫緊墊片,28*20*17+M6,1.0,71.0,7.0,2.0,13.0,3.0,2,1,0,2022-09-13-11-34-33,3,1663040931,0.0,3.0
11023-000112,墊片-鋼帶固定座墊片,GTH8-32*8*1.2,1.0,0.0,0.0,7924.0,4714.0,6074.0,6736,7353,0,2022-09-13-11-34-33,14089,1663040931,6590.0,7558.0
11024-000002,蓋板-軸承蓋板,62*62*8-ET(C)B14(17),1.0,285.0,245.0,144.0,153.0,113.0,84,85,0,2022-09-13-11-34-33,169,1663040931,105.0,95.0
11024-000015,蓋板-軸承蓋板,50*50*10-ETB17-(750w),1.0,46.0,62.0,13.0,36.0,76.0,24,18,0,2022-09-13-11-34-33,42,1663040931,58.0,31.0
11024-000016,蓋板-軸承蓋板,72*52*15-ET(C)B22,1.0,91.0,36.0,6.0,51.0,16.0,10,11,0,2022-09-13-11-34-33,21,1663040931,10.0,4.0
11024-000020,蓋板-皮帶輪上下蓋板,99*87*2-ETB22M,1.0,65.0,31.0,10.0,92.0,28.0,17,18,0,2022-09-13-11-34-33,35,1663040931,18.0,4.0
11024-000035,蓋板-皮帶輪上下蓋板,77*60*8-ET(C)B10-兩側M3皿頭孔,1.0,49.0,26.0,5.0,9.0,6.0,0,9,0,2022-09-13-11-34-33,9,1663040931,2.0,5.0
11024-000049,蓋板-軸承蓋板,MK65-54*42*2,1.0,29.0,23.0,31.0,13.0,3.0,23,12,0,2022-09-13-11-34-33,35,1663040931,15.0,1.0
11024-000052,蓋板-軸承蓋板,MK85-80*54*2,1.0,31.0,14.0,3.0,14.0,4.0,5,7,0,2022-09-13-11-34-33,12,1663040931,0.0,3.0
11024-000066,蓋板-馬達左右折固定座蓋板,GTY5-123.5*51.5*1t,1.0,76.0,300.0,11.0,31.0,8.0,4,20,0,2022-09-13-11-34-33,24,1663040931,16.0,8.0
11024-000076,蓋板-出線孔蓋板,JTH-80*52*4,1.0,1.0,15.0,14.0,3.0,15.0,9,19,0,2022-09-13-11-34-33,28,1663040931,0.0,7.0
11024-000078,蓋板-軸承蓋板,MH65-68*56*2,1.0,23.0,7.0,8.0,11.0,2.0,4,5,0,2022-09-13-11-34-33,9,1663040931,2.0,0.0
11024-000095,蓋板,34*10*2,1.0,0.0,0.0,84.0,54.0,52.0,40,22,0,2022-09-13-11-34-33,62,1663040931,70.0,18.0
11026-000047,油嘴-注油配件-TBI-R2010,ETH17-螺帽油嘴-22*11*10,1.0,10.0,29.0,8.0,55.0,0.0,15,14,0,2022-09-13-11-34-33,29,1663040931,6.0,1.0
11026-000123,油嘴-注油配件,ET(C)H17-滑塊油嘴-12.8*8*6*M6-H型,1.0,21.0,294.0,100.0,412.0,172.0,150,101,0,2022-09-13-11-34-33,251,1663040931,,
11026-000129,油嘴-注油配件,ET(C)B14M-滑塊油板-104*16*10.5,1.0,0.0,0.0,2.0,8.0,3.0,2,2,0,2022-09-13-11-34-33,4,1663040931,0.0,3.0
11026-000269-02,油嘴-注油配件-02,ETH12(3)(4)-螺帽油嘴-13*8*6*M6,1.0,0.0,0.0,11.0,29.0,11.0,18,29,0,2022-09-13-11-34-33,47,1663040931,26.0,13.0
11029-000004-04,軸心-滾輪軸心-2-04,外徑3-長90,1.0,0.0,0.0,719.0,2600.0,2414.0,1227,1252,0,2022-09-13-11-34-33,2479,1663040931,1953.0,1300.0
11029-000005-04,軸心-滾輪軸心-2-04,外徑3-長53,1.0,0.0,0.0,6193.0,11534.0,3546.0,5710,4888,0,2022-09-13-11-34-33,10598,1663040931,7316.0,5756.0
11029-000017-02,軸心-皮帶抱持輪軸心-02,MK85-外徑25*73L-(兩端銑平面),1.0,39.0,17.0,4.0,18.0,4.0,8,9,0,2022-09-13-11-34-33,17,1663040931,0.0,6.0
11029-000018-03,軸心-皮帶抱持輪軸心-03,MK110-外徑30*79L-(兩端銑平面),1.0,45.0,24.0,14.0,23.0,3.0,8,4,0,2022-09-13-11-34-33,12,1663040931,0.0,0.0
11029-000027-02,軸心-滾輪軸心-02,直徑3*長56.8,1.0,0.0,0.0,16.0,74.0,88.0,43,40,0,2022-09-13-11-34-33,83,1663040931,146.0,40.0
11029-000032,軸心-皮帶輪軸心-搭配煞車器,CGTH5-外徑6-長78.1,1.0,0.0,0.0,40.0,23.0,22.0,15,7,0,2022-09-13-11-34-33,22,1663040931,29.0,3.0
11030-000002,螺帽-M3特殊螺帽,M65M-16*12*6*M3,1.0,6599.0,3196.0,713.0,781.0,90.0,252,447,0,2022-09-13-11-34-33,699,1663040931,124.0,0.0
11031-000024,間隔環-樹脂軸環,外徑27*內徑24*長6-(JSM-2427),1.0,0.0,0.0,119.0,45.0,48.0,77,50,0,2022-09-13-11-34-33,127,1663040931,74.0,32.0
11031-000025,間隔環-樹脂軸環,外徑30*內徑26*長10-(JSM-2630),1.0,0.0,0.0,107.0,94.0,23.0,67,54,0,2022-09-13-11-34-33,121,1663040931,53.0,30.0
11036-000014,硬化軌道-熱處理,GTH5-長1900-SUS440A,1.0,5403180.0,14758836.0,2562680.0,6554460.0,1925380.0,3134890,4030349,0,2022-09-13-11-34-33,7165239,1663040931,4907600.0,4962210.0
11036-000033,硬化軌道-熱處理,GTH8-長2100-SUS440A,1.0,6160575.0,17686689.0,3736930.0,8346200.0,3931000.0,4767733,4682761,0,2022-09-13-11-34-33,9450494,1663040931,5396350.0,2487670.0
11036-000122,硬化軌道-熱處理,GTH3-長2100-SUS440A,1.0,0.0,0.0,2100.0,54600.0,132300.0,74407,66051,0,2022-09-13-11-34-33,140458,1663040931,42530.0,238820.0
11037-000008-03,本體+硬化軌道(SUS440A)-03,GTH5-行程150-長290+PIN孔,1.0,0.0,0.0,572.0,231.0,223.0,422,502,0,2022-09-13-11-34-33,924,1663040931,434.0,471.0
11037-000009-03,本體+硬化軌道(SUS440A)-03,GTH5-行程50-長190+PIN孔,1.0,0.0,0.0,329.0,389.0,402.0,483,539,0,2022-09-13-11-34-33,1022,1663040931,606.0,450.0
11037-000010-03,本體+硬化軌道(SUS440A)-03,GTH5-行程100-長240+PIN孔,1.0,0.0,0.0,823.0,651.0,425.0,544,723,0,2022-09-13-11-34-33,1267,1663040931,762.0,404.0
11037-000012-03,本體+硬化軌道(SUS440A)-03,GTH5-行程250-長390+PIN孔,1.0,0.0,0.0,318.0,117.0,128.0,345,296,0,2022-09-13-11-34-33,641,1663040931,236.0,230.0
11037-000013-03,本體+硬化軌道(SUS440A)-03,GTH5-行程300-長440+PIN孔,1.0,0.0,0.0,219.0,141.0,127.0,318,342,0,2022-09-13-11-34-33,660,1663040931,351.0,246.0
11037-000014-03,本體+硬化軌道(SUS440A)-03,GTH5-行程350-長490+PIN孔,1.0,0.0,0.0,380.0,110.0,116.0,184,217,0,2022-09-13-11-34-33,401,1663040931,284.0,293.0
11037-000015-03,本體+硬化軌道(SUS440A)-03,GTH5-行程400-長540+PIN孔,1.0,0.0,0.0,503.0,280.0,177.0,261,301,0,2022-09-13-11-34-33,562,1663040931,282.0,573.0
11037-000016-03,本體+硬化軌道(SUS440A)-03,GTH5-行程450-長590+PIN孔,1.0,0.0,0.0,170.0,72.0,130.0,88,139,0,2022-09-13-11-34-33,227,1663040931,119.0,164.0
11037-000017-03,本體+硬化軌道(SUS440A)-03,GTH5-行程500-長640+PIN孔,1.0,0.0,0.0,500.0,271.0,254.0,254,254,0,2022-09-13-11-34-33,508,1663040931,300.0,352.0
11037-000018-03,本體+硬化軌道(SUS440A)-03,GTH5-行程550-長690+PIN孔,1.0,0.0,0.0,94.0,39.0,52.0,63,80,0,2022-09-13-11-34-33,143,1663040931,117.0,71.0
11037-000019-03,本體+硬化軌道(SUS440A)-03,GTH5-行程600-長740+PIN孔,1.0,0.0,0.0,51.0,20.0,46.0,76,111,0,2022-09-13-11-34-33,187,1663040931,100.0,193.0
11037-000020-03,本體+硬化軌道(SUS440A)-03,GTH5-行程650-長790+PIN孔,1.0,0.0,0.0,87.0,13.0,69.0,49,25,0,2022-09-13-11-34-33,74,1663040931,92.0,28.0
11037-000021-03,本體+硬化軌道(SUS440A)-03,GTH5-行程700-長840+PIN孔,1.0,0.0,0.0,117.0,106.0,61.0,64,72,0,2022-09-13-11-34-33,136,1663040931,141.0,49.0
11037-000022-03,本體+硬化軌道(SUS440A)-03,GTH5-行程750-長890+PIN孔,1.0,0.0,0.0,23.0,4.0,36.0,32,33,0,2022-09-13-11-34-33,65,1663040931,35.0,13.0
11037-000023-03,本體+硬化軌道(SUS440A)-03,GTH5-行程800-長940+PIN孔,1.0,0.0,0.0,56.0,17.0,35.0,81,84,0,2022-09-13-11-34-33,165,1663040931,120.0,98.0
11037-000044-02,本體+硬化軌道(SUS440A)-02,GTH4-行程300-長440+PIN孔,1.0,0.0,0.0,88.0,20.0,65.0,67,48,0,2022-09-13-11-34-33,115,1663040931,69.0,91.0
11037-000045-02,本體+硬化軌道(SUS440A)-02,GTH4-行程500-長640+PIN孔,1.0,0.0,0.0,20.0,2.0,34.0,15,23,0,2022-09-13-11-34-33,38,1663040931,27.0,10.0
11037-000046-02,本體+硬化軌道(SUS440A)-02,GTH8-行程300-長490+PIN孔,1.0,0.0,0.0,138.0,142.0,133.0,161,211,0,2022-09-13-11-34-33,372,1663040931,191.0,228.0
11037-000054-02,本體+硬化軌道(SUS440A)-02,GTH4-行程50-長190+PIN孔,1.0,0.0,0.0,87.0,104.0,79.0,113,116,0,2022-09-13-11-34-33,229,1663040931,136.0,78.0
11037-000055-02,本體+硬化軌道(SUS440A)-02,GTH4-行程100-長240+PIN孔,1.0,0.0,0.0,112.0,166.0,58.0,117,177,0,2022-09-13-11-34-33,294,1663040931,62.0,56.0
11037-000056-02,本體+硬化軌道(SUS440A)-02,GTH4-行程150-長290+PIN孔,1.0,0.0,0.0,152.0,112.0,64.0,99,117,0,2022-09-13-11-34-33,216,1663040931,120.0,153.0
11037-000057-02,本體+硬化軌道(SUS440A)-02,GTH4-行程200-長340+PIN孔,1.0,0.0,0.0,363.0,44.0,93.0,114,125,0,2022-09-13-11-34-33,239,1663040931,123.0,124.0
11037-000058-02,本體+硬化軌道(SUS440A)-02,GTH4-行程250-長390+PIN孔,1.0,0.0,0.0,63.0,145.0,39.0,48,48,0,2022-09-13-11-34-33,96,1663040931,47.0,97.0
11037-000059-02,本體+硬化軌道(SUS440A)-02,GTH4-行程350-長490+PIN孔,1.0,0.0,0.0,61.0,108.0,46.0,52,44,0,2022-09-13-11-34-33,96,1663040931,87.0,69.0
11037-000060-02,本體+硬化軌道(SUS440A)-02,GTH4-行程400-長540+PIN孔,1.0,0.0,0.0,31.0,14.0,24.0,26,31,0,2022-09-13-11-34-33,57,1663040931,55.0,127.0
11037-000061-02,本體+硬化軌道(SUS440A)-02,GTH4-行程450-長590+PIN孔,1.0,0.0,0.0,55.0,1.0,10.0,29,35,0,2022-09-13-11-34-33,64,1663040931,25.0,54.0
11037-000062-02,本體+硬化軌道(SUS440A)-02,GTH8-行程50-長240+PIN孔,1.0,0.0,0.0,83.0,59.0,24.0,87,242,0,2022-09-13-11-34-33,329,1663040931,117.0,56.0
11037-000063-02,本體+硬化軌道(SUS440A)-02,GTH8-行程100-長290+PIN孔,1.0,0.0,0.0,472.0,499.0,344.0,410,424,0,2022-09-13-11-34-33,834,1663040931,317.0,227.0
11037-000066-02,本體+硬化軌道(SUS440A)-02,GTH8-行程250-長440+PIN孔,1.0,0.0,0.0,226.0,43.0,233.0,210,207,0,2022-09-13-11-34-33,417,1663040931,113.0,178.0
11037-000067-02,本體+硬化軌道(SUS440A)-02,GTH8-行程350-長540+PIN孔,1.0,0.0,0.0,331.0,214.0,207.0,246,255,0,2022-09-13-11-34-33,501,1663040931,283.0,244.0
11037-000068-02,本體+硬化軌道(SUS440A)-02,GTH8-行程400-長590+PIN孔,1.0,0.0,0.0,417.0,329.0,193.0,291,264,0,2022-09-13-11-34-33,555,1663040931,189.0,376.0
11037-000069-02,本體+硬化軌道(SUS440A)-02,GTH8-行程450-長640+PIN孔,1.0,0.0,0.0,146.0,52.0,146.0,165,159,0,2022-09-13-11-34-33,324,1663040931,197.0,181.0
11037-000070-02,本體+硬化軌道(SUS440A)-02,GTH8-行程500-長690+PIN孔,1.0,0.0,0.0,120.0,122.0,238.0,133,237,0,2022-09-13-11-34-33,370,1663040931,171.0,396.0
11037-000071-02,本體+硬化軌道(SUS440A)-02,GTH8-行程550-長740+PIN孔,1.0,0.0,0.0,131.0,116.0,94.0,119,76,0,2022-09-13-11-34-33,195,1663040931,198.0,77.0
11037-000072-02,本體+硬化軌道(SUS440A)-02,GTH8-行程650-長840+PIN孔,1.0,0.0,0.0,102.0,42.0,168.0,120,65,0,2022-09-13-11-34-33,185,1663040931,180.0,93.0
11037-000073-02,本體+硬化軌道(SUS440A)-02,GTH8-行程700-長890+PIN孔,1.0,0.0,0.0,231.0,49.0,122.0,149,170,0,2022-09-13-11-34-33,319,1663040931,87.0,144.0
11037-000076-02,本體+硬化軌道(SUS440A)-02,GTH8-行程850-長1040+PIN孔,1.0,0.0,0.0,73.0,94.0,96.0,61,53,0,2022-09-13-11-34-33,114,1663040931,104.0,23.0
11037-000077-02,本體+硬化軌道(SUS440A)-02,GTH8-行程900-長1090+PIN孔,1.0,0.0,0.0,127.0,112.0,105.0,84,71,0,2022-09-13-11-34-33,155,1663040931,56.0,59.0
11037-000078-02,本體+硬化軌道(SUS440A)-02,GTH8-行程950-長1140+PIN孔,1.0,0.0,0.0,12.0,63.0,23.0,0,29,0,2022-09-13-11-34-33,29,1663040931,53.0,35.0
11037-000079-02,本體+硬化軌道(SUS440A)-02,GTH8-行程1000-長1190+PIN孔,1.0,0.0,0.0,44.0,45.0,59.0,31,46,0,2022-09-13-11-34-33,77,1663040931,57.0,34.0
11037-000080-02,本體+硬化軌道(SUS440A)-02,GTH8-行程1050-長1240+PIN孔,1.0,0.0,0.0,49.0,30.0,25.0,39,53,0,2022-09-13-11-34-33,92,1663040931,12.0,121.0
11041-000001,螺絲配件包,M3螺絲(帽)+平滑司,1.0,500.0,1948.0,1000.0,2000.0,0.0,1208,1310,0,2022-09-13-11-34-33,2518,1663040931,0.0,0.0
11050-000002-03,釭頭螺絲-03,GTY8-外徑25.9*49.5L,1.0,0.0,0.0,116.0,111.0,37.0,75,61,0,2022-09-13-11-34-33,136,1663040931,67.0,30.0
11050-000003-02,釭頭螺絲-02,GTY5-外徑24*47.5L,1.0,0.0,0.0,122.0,59.0,52.0,86,72,0,2022-09-13-11-34-33,158,1663040931,84.0,46.0
11068-000001,電路板-DM-LED燈板,"PCBA,TDSLB_M1_A2-(20*12.7*1.6)",1.0,0.0,0.0,23.0,29.0,46.0,76,148,0,2022-09-13-11-34-33,224,1663040931,45.0,85.0
12002-000343,螺桿-基本長169,TBI-R1205-導程5-行程150-長319,1.0,0.0,0.0,80.0,14.0,15.0,21,31,0,2022-09-13-11-34-33,52,1663040931,19.0,5.0
12002-000344,螺桿-基本長169,TBI-R1205-導程5-行程200-長369,1.0,0.0,0.0,6.0,3.0,1.0,2,4,0,2022-09-13-11-34-33,6,1663040931,4.0,4.0
12003-000012,固定板-馬達固定板,Y65-BW-三菱400W-140*72*20,1.0,7.0,161.0,10.0,115.0,43.0,24,55,0,2022-09-13-11-34-33,79,1663040931,2.0,11.0
12003-000038,固定板-滑塊固定板,Y65+導軌-行程150-長234,1.0,0.0,0.0,0.0,1.0,4.0,0,0,0,2022-09-13-11-34-33,0,1663040931,0.0,0.0
12003-000051,固定板-馬達固定板,Y50L-台達100w-105*49.5*11.5,1.0,0.0,0.0,0.0,40.0,31.0,13,14,0,2022-09-13-11-34-33,27,1663040931,1.0,0.0
12003-000054,固定板-滑塊固定板,Y65+導軌-行程250-長334,1.0,0.0,0.0,3.0,8.0,0.0,0,7,0,2022-09-13-11-34-33,7,1663040931,0.0,0.0
